,categories,descriptions,rating,title
423,['Uncategorized'],"<p class=""description ingredient-description"">
				                	An amino acid/mineral complex that limited yet potentially exciting research has shown...
				                </p>",Good,copper lysinate/prolinate
424,['Uncategorized'],"<p class=""description ingredient-description"">
				                	A synthetic skin-conditioning agent composed of the copper salt of PCA (Pyrrolidone Carboxylic...
				                </p>",Good,copper PCA
425,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Copper peptides combine the element copper with three amino acids. Copper peptides occur naturally in the body, and are used in trace amounts to...
				                </p>",Average,copper peptides
426,['Uncategorized'],"<p class=""description ingredient-description"">
				                	Effective for soothing skin, but there is no research showing it has any impact when used...
				                </p>",Average,copper sulfate
427,"['Antioxidants', 'Plant Extracts', 'Emollients', 'Texture Enhancer']",,Good,Corallina officinalis extract
428,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']","<p class=""description ingredient-description"">
				                	Herb and spice plant, the source of a fragrant component; it can be a potential skin sensitizer…
				                </p>",Good,coriander
429,"['Skin-Soothing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Can have soothing properties for skin…
				                </p>",Best,cornflower
430,['Plant Extracts'],"<p class=""description ingredient-description"">
				                	Also known as wild mint; it can be sensitizing to skin…
				                </p>",Poor,cornmint
431,"['Plant Extracts', 'Emollients']","<p class=""description ingredient-description"">
				                	Emollient oil with properties similar to those of other nonfragrant plant oils (Source: British...
				                </p>",Best,corn oil
432,"['Plant Extracts', 'Absorbent']","<p class=""description ingredient-description"">
				                	Starch obtained from corn and sometimes used as an absorbent in cosmetics instead of talc.
				                </p>",Good,cornstarch
433,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",,Good,Cornus extract
434,"['Plant Extracts', 'Emollients']",,Good,Corylus americana
435,"['Plant Extracts', 'Emollients']",,Good,Corylus avellana
436,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Organic compound found in plants and derived from the amino acid phenylalanine. It creates the...
				                </p>",Good,coumarin
437,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract of the cranberry fruit. Natural components known as proanthocyanidins are responsible for...
				                </p>",Best,cranberry seed extract
438,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract derived from the seed of this red berry; the oil (which is not red) has antioxidant...
				                </p>",Best,cranberry seed oil
439,['Plant Extracts'],,Average,Crataegus monogina extract
440,['Skin-Restoring'],"<p class=""description ingredient-description"">
				                	An amino acid found in the human body and most type of meat and fish. This ingredient serves as the...
				                </p>",Best,creatine
441,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Non-irritating plant extract from the gourd family (think pumpkin) that’s often reputed to be...
				                </p>",Good,cucumber extract
442,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	More commonly known as cantaloupe or honeydew melon, Cucumis melo is a fruit that is a rich source...
				                </p>",Best,Cucumis melo (melon) fruit extract
443,"['Antioxidants', 'Plant Extracts']",,Good,Cucumis sativus extract
444,"['Antioxidants', 'Plant Extracts']",,Best,Cucurbita pepo seed extract
445,"['Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Plant Extracts', 'Vitamins', 'Skin-Restoring']",,Best,Cucurbitea peponis
446,"['Antioxidants', 'Plant Extracts']",,Best,Curcuma longa root
447,"['Skin-Soothing', 'Antioxidants']","<p class=""description ingredient-description"">
				                	Antioxidant spice that can be effective in soothing skin…
				                </p>",Best,curcumin
448,"['Plant Extracts', 'Texture Enhancer']",,Good,Cyamopsis tetragonoloba
449,['Vitamins'],,Good,cyanocobalamin
450,['Fragrance: Synthetic and Fragrant Plant Extracts'],"<p class=""description ingredient-description"">
				                	Synthetic fragrant component in products; it can aggravate skin.
				                </p>",Poor,cyclamen aldehyde
451,['Emollients'],"<p class=""description ingredient-description"">
				                	One of the numerous forms of synthetic silicone
				                </p>",Good,cyclohexasiloxane
452,['Emollients'],"<p class=""description ingredient-description"">
				                	Silicone with a drier finish than dimethicone.
				                </p>",Good,cyclomethicone
453,['Emollients'],,Good,cyclopentasiloxane
454,['Emollients'],,Good,cyclotetrasiloxane
455,['Plant Extracts'],,Poor,Cymbopogon citrates
456,"['Antioxidants', 'Plant Extracts']",,Poor,Cymbopogon martini
457,['Skin-Replenishing'],,Good,cysteine
458,['Skin-Replenishing'],,Good,cystine
459,['Coloring Agents/Pigments'],"<p class=""description ingredient-description"">
				                	According to the FDA, D&amp;C; is an identification that indicates a coloring agent has been approved as...
				                </p>",Good,D&C
460,['Coloring Agents/Pigments'],"<p class=""description ingredient-description"">
				                	General term for a wide group of color additives that are approved for use in drugs and cosmetics...
				                </p>",Good,D&C colors
461,['Plant Extracts'],"<p class=""description ingredient-description"">
				                	There is no research showing this extract has any benefit for skin. Also known as tansy, it can...
				                </p>",Poor,daisy flower extract
462,"['Antioxidants', 'Vitamins']","<p class=""description ingredient-description"">
				                	Antioxidant that's considered the most optimal form of vitamin E.
				                </p>",Best,d-alpha-tocopherol
463,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Also known as wild carrot. It can have antioxidant properties, but applied topically it can cause...
				                </p>",Poor,Daucus carota
464,['Texture Enhancer'],"<p class=""description ingredient-description"">
				                	Used as an emulsifying agent, which is a group of ingredients essential to most cosmetic...
				                </p>",Good,DEA oleth-10 phosphate
465,"['Skin-Soothing', 'Skin-Restoring']",,Best,decarboxy carnosine HCL
466,['Skin-Replenishing'],"<p class=""description ingredient-description"">
				                	A synthetic glycol that functions as a skin-conditioning agent.
				                </p>",Good,decylene glycol
467,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Used as a gentle detergent cleansing agent.
				                </p>",Good,decyl glucoside
468,['Emollients'],"<p class=""description ingredient-description"">
				                	A skin-conditioning agent derived from the esters of decyl alcohol and oleic acid.
				                </p>",Good,decyl oleate
